--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|วัสดุ             |คำอธิบายวัสดุ                           |Plnt|SLoc|S|เลขที่สต็อคพิเศษ        |SL|แบทช์     |BUn|         ที่ใช้ได้|     การส่ง/การโอน|ในการตรวจสอบคุณภาพ|    การใช้ที่จำกัด|             ระงับ|            ส่งคืน|
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D030|2501| |                        |  |N         |EA |               59 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D030|2601| |                        |  |N         |EA |               82 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D030|9202| |                        |  |N         |EA |               15 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D030|9203| |                        |  |N         |EA |               12 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D030|9402| |                        |  |N         |EA |               15 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D040|0021| |                        |  |N         |EA |               12 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D040|0023| |                        |  |N         |EA |               93 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D040|2001| |                        |  |N         |EA |               52 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D040|2301| |                        |  |N         |EA |               35 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D040|2401| |                        |  |N         |EA |               21 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D040|9102| |                        |  |N         |EA |               13 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D040|9103| |                        |  |N         |EA |                6 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D040|9202| |                        |  |N         |EA |                4 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D040|9302| |                        |  |N         |EA |               15 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D040|9303| |                        |  |N         |EA |               15 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D040|9304| |                        |  |N         |EA |               15 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D040|9305| |                        |  |N         |EA |               15 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D040|9306| |                        |  |N         |EA |               11 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D040|9402| |                        |  |N         |EA |               11 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D050|0021| |                        |  |N         |EA |               22 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D050|0023| |                        |  |N         |EA |               78 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D050|2001| |                        |  |N         |EA |               43 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D050|2201| |                        |  |N         |EA |               21 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D050|2301| |                        |  |N         |EA |               20 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D050|9102| |                        |  |N         |EA |                4 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D050|9103| |                        |  |N         |EA |               28 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D050|9105| |                        |  |N         |EA |                7 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D050|9106| |                        |  |N         |EA |               10 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D050|9107| |                        |  |N         |EA |                5 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D060|2001| |                        |  |N         |EA |               36 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D060|2301| |                        |  |N         |EA |                8 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D060|2401| |                        |  |N         |EA |                4 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D060|9102| |                        |  |N         |EA |               12 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D060|9104| |                        |  |N         |EA |                1 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D060|9105| |                        |  |N         |EA |               11 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D060|9402| |                        |  |N         |EA |               14 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D090|0023| |                        |  |N         |EA |               45 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D090|1002| |                        |  |N         |EA |               18 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D090|2001| |                        |  |N         |EA |                5 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D090|2002| |                        |  |N         |EA |               94 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D090|2201| |                        |  |N         |EA |               28 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D090|9201| |                        |  |N         |EA |               15 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D090|9202| |                        |  |N         |EA |               26 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D090|9204| |                        |  |N         |EA |               30 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D120|0023| |                        |  |N         |EA |              193 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D120|2001| |                        |  |N         |EA |               68 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D120|2501| |                        |  |N         |EA |               33 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D120|9102| |                        |  |N         |EA |               14 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D120|9104| |                        |  |N         |EA |                9 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D120|9202| |                        |  |N         |EA |               10 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D120|9302| |                        |  |N         |EA |               15 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D120|9303| |                        |  |N         |EA |               15 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D130|0022| |                        |  |N         |EA |               64 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D130|0023| |                        |  |N         |EA |                5 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D130|2001| |                        |  |N         |EA |               30 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D130|2201| |                        |  |N         |EA |               64 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D130|9102| |                        |  |N         |EA |               14 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D130|9103| |                        |  |N         |EA |               15 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D130|9104| |                        |  |N         |EA |                3 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D130|9105| |                        |  |N         |EA |               15 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D130|9106| |                        |  |N         |EA |               15 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0011     |H.R.C. FUSE, BLADE CONTACT, 50 A        |D130|9108| |                        |  |N         |EA |               15 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D010|0021| |                        |  |N         |EA |               54 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D010|0022| |                        |  |N         |EA |              249 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D010|0023| |                        |  |N         |EA |               43 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D010|1001| |                        |  |N         |EA |               38 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D010|1201| |                        |  |N         |EA |               20 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D010|2001| |                        |  |N         |EA |               58 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D010|2004| |                        |  |N         |EA |               52 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D010|2201| |                        |  |N         |EA |               18 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D010|2301| |                        |  |N         |EA |               26 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D010|2401| |                        |  |N         |EA |               48 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D020|0021| |                        |  |N         |EA |                1 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D020|0022| |                        |  |N         |EA |               10 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D020|0023| |                        |  |N         |EA |              627 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D020|1001| |                        |  |N         |EA |               19 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D020|2001| |                        |  |N         |EA |               21 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D020|2401| |                        |  |N         |EA |               59 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D020|9102| |                        |  |N         |EA |                1 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D020|9202| |                        |  |N         |EA |               10 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D020|9203| |                        |  |N         |EA |               11 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D020|9302| |                        |  |N         |EA |                7 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D020|9303| |                        |  |N         |EA |               15 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D030|0021| |                        |  |N         |EA |               45 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D030|0022| |                        |  |N         |EA |               91 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D030|0023| |                        |  |N         |EA |               64 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D030|2001| |                        |  |N         |EA |              117 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D030|2201| |                        |  |N         |EA |                9 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D030|2301| |                        |  |N         |EA |               35 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D030|2501| |                        |  |N         |EA |               25 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D030|2601| |                        |  |N         |EA |               68 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D030|9103| |                        |  |N         |EA |               14 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D030|9202| |                        |  |N         |EA |               16 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D030|9203| |                        |  |N         |EA |               15 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D030|9302| |                        |  |N         |EA |                6 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D030|9402| |                        |  |N         |EA |               15 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D040|0023| |                        |  |N         |EA |              642 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D040|2001| |                        |  |N         |EA |               41 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D040|2201| |                        |  |N         |EA |               34 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D040|2301| |                        |  |N         |EA |               34 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D040|2401| |                        |  |N         |EA |               35 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D040|9102| |                        |  |N         |EA |               15 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D040|9103| |                        |  |N         |EA |               15 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D040|9104| |                        |  |N         |EA |               10 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D040|9302| |                        |  |N         |EA |               13 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D040|9303| |                        |  |N         |EA |               14 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D040|9304| |                        |  |N         |EA |               10 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D040|9305| |                        |  |N         |EA |               15 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D040|9306| |                        |  |N         |EA |               13 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D040|9402| |                        |  |N         |EA |                6 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D050|0021| |                        |  |N         |EA |                3 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D050|0023| |                        |  |N         |EA |              190 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D050|1001| |                        |  |N         |EA |               48 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D050|2001| |                        |  |N         |EA |               59 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D050|2201| |                        |  |N         |EA |               27 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D050|2301| |                        |  |N         |EA |               41 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D050|9102| |                        |  |N         |EA |               14 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D050|9103| |                        |  |N         |EA |               15 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D050|9104| |                        |  |N         |EA |               12 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D050|9105| |                        |  |N         |EA |                4 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D050|9106| |                        |  |N         |EA |               14 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D050|9107| |                        |  |N         |EA |               34 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D060|0021| |                        |  |N         |EA |                7 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D060|0023| |                        |  |N         |EA |              181 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D060|1001| |                        |  |N         |EA |               32 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D060|2001| |                        |  |N         |EA |               65 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D060|2201| |                        |  |N         |EA |               25 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D060|2301| |                        |  |N         |EA |               27 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D060|2401| |                        |  |N         |EA |               40 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D060|9102| |                        |  |N         |EA |               15 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D060|9104| |                        |  |N         |EA |               15 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D060|9105| |                        |  |N         |EA |               12 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D060|9106| |                        |  |N         |EA |                6 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D060|9202| |                        |  |N         |EA |               19 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D060|9302| |                        |  |N         |EA |                7 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D060|9402| |                        |  |N         |EA |               11 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D070|0021| |                        |  |N         |EA |               91 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D070|0022| |                        |  |N         |EA |                3 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D070|0023| |                        |  |N         |EA |              257 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D070|1001| |                        |  |N         |EA |               22 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D070|2001| |                        |  |N         |EA |               61 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D070|2201| |                        |  |N         |EA |               20 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D070|2301| |                        |  |N         |EA |                5 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D070|9102| |                        |  |N         |EA |               15 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D070|9104| |                        |  |N         |EA |               15 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D070|9202| |                        |  |N         |EA |                9 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D070|9203| |                        |  |N         |EA |               14 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D090|0021| |                        |  |N         |EA |               21 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D090|0023| |                        |  |N         |EA |              271 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D090|1002| |                        |  |N         |EA |                1 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D090|2001| |                        |  |N         |EA |               33 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D090|2002| |                        |  |N         |EA |               42 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D090|2201| |                        |  |N         |EA |               33 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D090|9201| |                        |  |N         |EA |               15 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D090|9202| |                        |  |N         |EA |               16 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D090|9203| |                        |  |N         |EA |               16 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D090|9204| |                        |  |N         |EA |               13 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D100|0021| |                        |  |N         |EA |               43 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D100|0022| |                        |  |N         |EA |                2 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D100|0023| |                        |  |N         |EA |              330 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D100|0201| |                        |  |N         |EA |              123 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D100|1001| |                        |  |N         |EA |               31 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D100|1002| |                        |  |N         |EA |               33 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D100|2001| |                        |  |N         |EA |               19 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D100|2002| |                        |  |N         |EA |               68 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D100|2301| |                        |  |N         |EA |           32.500 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D100|9102| |                        |  |N         |EA |               20 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D100|9103| |                        |  |N         |EA |               29 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D100|9104| |                        |  |N         |EA |               14 |                0 |                0 |                0 |                0 |                0 |
|1-04-002-0012     |H.R.C. FUSE, BLADE CONTACT, 80 A        |D100|9105| |                        |  |N         |EA |               27 |                0 |                0 |                0 |                0 |                0 |
