--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|วัสดุ             |คำอธิบายวัสดุ                           |Plnt|SLoc|S|เลขที่สต็อคพิเศษ        |SL|แบทช์     |BUn|         ที่ใช้ได้|     การส่ง/การโอน|ในการตรวจสอบคุณภาพ|    การใช้ที่จำกัด|             ระงับ|            ส่งคืน|
|1-02-030-0101     |CONN.,PG,DOUBLE BOLT,AL 16-70 SQ.MM.    |D120|2501| |                        |  |N         |EA |               12 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0101     |CONN.,PG,DOUBLE BOLT,AL 16-70 SQ.MM.    |D120|9102| |                        |  |N         |EA |                4 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0101     |CONN.,PG,DOUBLE BOLT,AL 16-70 SQ.MM.    |D120|9104| |                        |  |N         |EA |                9 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0101     |CONN.,PG,DOUBLE BOLT,AL 16-70 SQ.MM.    |D130|0021| |                        |  |N         |EA |               39 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0101     |CONN.,PG,DOUBLE BOLT,AL 16-70 SQ.MM.    |D130|0022| |                        |  |N         |EA |              503 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0101     |CONN.,PG,DOUBLE BOLT,AL 16-70 SQ.MM.    |D130|0023| |                        |  |N         |EA |              141 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0101     |CONN.,PG,DOUBLE BOLT,AL 16-70 SQ.MM.    |D130|0024| |                        |  |N         |EA |            1,046 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0101     |CONN.,PG,DOUBLE BOLT,AL 16-70 SQ.MM.    |D130|0108| |                        |  |N         |EA |              241 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0101     |CONN.,PG,DOUBLE BOLT,AL 16-70 SQ.MM.    |D130|2201| |                        |  |N         |EA |               35 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0101     |CONN.,PG,DOUBLE BOLT,AL 16-70 SQ.MM.    |D130|9102| |                        |  |N         |EA |               10 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0101     |CONN.,PG,DOUBLE BOLT,AL 16-70 SQ.MM.    |D130|9106| |                        |  |N         |EA |               10 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D010|0021| |                        |  |N         |EA |            1,494 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D010|0022| |                        |  |N         |EA |              366 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D010|0023| |                        |  |N         |EA |            1,122 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D010|0024| |                        |  |N         |EA |              100 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D010|1001| |                        |  |N         |EA |              111 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D010|1201| |                        |  |N         |EA |              200 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D010|1301| |                        |  |N         |EA |               19 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D010|1401| |                        |  |N         |EA |              161 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D010|2001| |                        |  |N         |EA |               91 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D010|2004| |                        |  |N         |EA |               61 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D010|2201| |                        |  |N         |EA |               33 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D010|2301| |                        |  |N         |EA |               47 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D010|2301| |                        |  |R         |EA |                2 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D010|2401| |                        |  |N         |EA |               26 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D010|2501| |                        |  |N         |EA |               50 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D010|9302| |                        |  |N         |EA |               20 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D010|9303| |                        |  |N         |EA |                7 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D020|0021| |                        |  |N         |EA |            6,001 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D020|0022| |                        |  |N         |EA |               21 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D020|0023| |                        |  |N         |EA |              371 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D020|0024| |                        |  |N         |EA |              380 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D020|0202| |                        |  |N         |EA |               32 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D020|0203| |                        |  |N         |EA |              142 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D020|0302| |                        |  |N         |EA |               85 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D020|1001| |                        |  |N         |EA |               84 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D020|1001| |                        |  |R         |EA |                2 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D020|1301| |                        |  |N         |EA |              257 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D020|1401| |                        |  |N         |EA |              166 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D020|2001| |                        |  |N         |EA |               62 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D020|2301| |                        |  |N         |EA |               33 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D020|2401| |                        |  |N         |EA |                6 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D020|8006| |                        |  |N         |EA |           70,000 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D020|9202| |                        |  |N         |EA |               20 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D020|9203| |                        |  |N         |EA |               14 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D020|9302| |                        |  |N         |EA |               20 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D020|9303| |                        |  |N         |EA |               20 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D020|9304| |                        |  |N         |EA |               12 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D030|0021| |                        |  |N         |EA |            4,869 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D030|0022| |                        |  |N         |EA |               40 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D030|0023| |                        |  |N         |EA |            7,065 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D030|0024| |                        |  |N         |EA |            3,079 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D030|0402| |                        |  |N         |EA |               27 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D030|1001| |                        |  |N         |EA |            1,161 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D030|1201| |                        |  |N         |EA |              195 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D030|1301| |                        |  |N         |EA |               27 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D030|1501| |                        |  |N         |EA |              196 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D030|1601| |                        |  |N         |EA |                2 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D030|2001| |                        |  |N         |EA |              116 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D030|2201| |                        |  |N         |EA |               16 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D030|2301| |                        |  |N         |EA |               48 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D030|2501| |                        |  |N         |EA |               40 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D030|2601| |                        |  |N         |EA |               60 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D030|8006| |                        |  |N         |EA |              400 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D030|9202| |                        |  |N         |EA |               20 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D030|9203| |                        |  |N         |EA |               17 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D030|9302| |                        |  |N         |EA |               10 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D030|9402| |                        |  |N         |EA |                5 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D040|0021| |                        |  |N         |EA |               18 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D040|0023| |                        |  |N         |EA |            5,309 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D040|0024| |                        |  |N         |EA |            1,243 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D040|0102| |                        |  |N         |EA |               52 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D040|0103| |                        |  |N         |EA |               12 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D040|0302| |                        |  |N         |EA |              126 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D040|0303| |                        |  |N         |EA |               89 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D040|0304| |                        |  |N         |EA |               11 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D040|0306| |                        |  |N         |EA |               16 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D040|1001| |                        |  |N         |EA |               20 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D040|1201| |                        |  |N         |EA |              145 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D040|1301| |                        |  |N         |EA |              241 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D040|1401| |                        |  |N         |EA |              119 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D040|2001| |                        |  |N         |EA |               48 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D040|2201| |                        |  |N         |EA |               46 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D040|2301| |                        |  |N         |EA |               50 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D040|9102| |                        |  |N         |EA |               18 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D040|9103| |                        |  |N         |EA |                8 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D040|9104| |                        |  |N         |EA |               17 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D040|9202| |                        |  |N         |EA |               20 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D040|9302| |                        |  |N         |EA |               14 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D040|9303| |                        |  |N         |EA |               16 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D040|9304| |                        |  |N         |EA |               16 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D040|9305| |                        |  |N         |EA |               20 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D040|9402| |                        |  |N         |EA |               16 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D050|0021| |                        |  |N         |EA |            6,307 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D050|0103| |                        |  |N         |EA |                6 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D050|0104| |                        |  |N         |EA |                6 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D050|0106| |                        |  |R         |EA |                8 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D050|1001| |                        |  |N         |EA |              147 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D050|2001| |                        |  |N         |EA |               69 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D050|2201| |                        |  |N         |EA |               29 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D050|2301| |                        |  |N         |EA |               58 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D050|7001| |                        |  |N         |EA |               10 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D050|9102| |                        |  |N         |EA |               10 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D050|9103| |                        |  |N         |EA |                4 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D050|9104| |                        |  |N         |EA |                4 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D050|9105| |                        |  |N         |EA |               20 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D050|9106| |                        |  |N         |EA |                7 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D050|9107| |                        |  |N         |EA |               11 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D060|0021| |                        |  |N         |EA |                9 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D060|0022| |                        |  |N         |EA |                8 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D060|0023| |                        |  |N         |EA |                3 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D060|0102| |                        |  |N         |EA |                6 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D060|0103| |                        |  |N         |EA |                2 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D060|0105| |                        |  |N         |EA |                7 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D060|0106| |                        |  |N         |EA |                6 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D060|0302| |                        |  |N         |EA |               60 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D060|1001| |                        |  |N         |EA |               60 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D060|1301| |                        |  |N         |EA |               38 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D060|1401| |                        |  |N         |EA |               92 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D060|2001| |                        |  |N         |EA |               78 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D060|2201| |                        |  |N         |EA |               20 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D060|2301| |                        |  |N         |EA |               21 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D060|2401| |                        |  |N         |EA |              137 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D060|9102| |                        |  |N         |EA |               20 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D060|9103| |                        |  |N         |EA |               11 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D060|9104| |                        |  |N         |EA |               20 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D060|9106| |                        |  |N         |EA |               17 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D060|9202| |                        |  |N         |EA |               20 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D060|9302| |                        |  |N         |EA |               10 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D060|9402| |                        |  |N         |EA |               14 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D070|0021| |                        |  |N         |EA |            1,683 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D070|0022| |                        |  |N         |EA |              667 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D070|0023| |                        |  |N         |EA |            2,187 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D070|0024| |                        |  |N         |EA |              120 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D070|0102| |                        |  |N         |EA |               14 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D070|0203| |                        |  |N         |EA |              129 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D070|1001| |                        |  |N         |EA |              342 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D070|1301| |                        |  |N         |EA |              166 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D070|2001| |                        |  |N         |EA |               37 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D070|2201| |                        |  |N         |EA |               20 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D070|2301| |                        |  |N         |EA |               19 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D070|9102| |                        |  |N         |EA |               18 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D070|9104| |                        |  |N         |EA |               16 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D070|9202| |                        |  |N         |EA |               17 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D070|9203| |                        |  |N         |EA |               10 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D090|0021| |                        |  |N         |EA |               67 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D090|0023| |                        |  |N         |EA |            5,181 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D090|0024| |                        |  |N         |EA |            2,381 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D090|0101| |                        |  |N         |EA |               11 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D090|0103| |                        |  |N         |EA |                4 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D090|0107| |                        |  |N         |EA |               42 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D090|0108| |                        |  |N         |EA |               42 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D090|1001| |                        |  |N         |EA |              112 |                0 |                0 |                0 |                0 |                0 |
|1-02-030-0102     |CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D090|2001| |                        |  |N         |EA |               96 |                0 |                0 |                0 |                0 |                0 |
